cache-references,cycles,LLC-loads
183492336.0,4800693680.0,6508982.0
186573695.0,4784379053.0,6886914.0
188314077.0,4802210078.0,6751536.0
186680278.0,4784206145.0,6825233.0
182591905.0,4747671536.0,6663770.0
175915210.0,4725811156.0,6307112.0
188313664.0,4795038386.0,6889116.0
184398036.0,4756774764.0,6468595.0
181233417.0,4774604004.0,6466614.0
175899978.0,4751980016.0,6292913.0
185134761.0,4788026053.0,6736969.0
186034350.0,4780418527.0,6911263.0
188054586.0,4798876106.0,6829935.0
187327368.0,4785580594.0,6803347.0
187852864.0,4787101930.0,6907485.0
183085704.0,4767679082.0,6585024.0
171316454.0,4708587046.0,6042199.0
175521647.0,4737098067.0,6261002.0
186144874.0,4820314136.0,6782318.0
186252951.0,4784067893.0,6768820.0
187824975.0,4782669835.0,6831723.0
189103642.0,4756012154.0,6634853.0
180645082.0,4772840874.0,6555338.0
181839192.0,4772070989.0,6522693.0
182408076.0,4765984010.0,6657987.0
183986089.0,4791666643.0,6508218.0
173704876.0,4757172547.0,6123282.0
184791275.0,4775897180.0,6752745.0
182330205.0,4767093832.0,6554859.0
173570360.0,4727135225.0,6137352.0
185653485.0,4791327715.0,6793755.0
178148566.0,4792371559.0,6415792.0
188509510.0,4797606772.0,6827759.0
182460442.0,4797333242.0,6493904.0
178828353.0,4767506291.0,6482970.0
180966613.0,4761268974.0,6465551.0
168802782.0,4746145381.0,6281062.0
178364053.0,4774883154.0,6427995.0
177408574.0,4768418286.0,6357027.0
190718844.0,4795219726.0,6907718.0
184102933.0,4755570099.0,6509987.0
179888125.0,4773355511.0,6557481.0
185832673.0,4771576391.0,6598776.0
186601975.0,4800789399.0,6650589.0
187836987.0,4793284040.0,6772802.0
183128731.0,4785859524.0,6538712.0
187689406.0,4806164115.0,6941259.0
172103385.0,4731982286.0,6192352.0
187302319.0,4787263945.0,6783395.0
184206683.0,4784112252.0,6669551.0
186392529.0,4782495759.0,6764852.0
184600304.0,4762998007.0,6635625.0
186964652.0,4816631558.0,6738350.0
183613813.0,4783292203.0,6666148.0
179337044.0,4773700189.0,6408218.0
183240759.0,4785252202.0,6693263.0
186188433.0,4772692717.0,6728539.0
187331959.0,4794587396.0,6801968.0
184809519.0,4786740027.0,6693356.0
182909209.0,4774471219.0,6688469.0
186421140.0,4733277266.0,6817369.0
185357133.0,4782740582.0,6838410.0
187225048.0,4775982412.0,6883531.0
179955465.0,4795042834.0,6544893.0
185820505.0,4784054748.0,6727772.0
182829567.0,4761598826.0,6636881.0
177538764.0,4775469162.0,6497167.0
184620689.0,4781877474.0,6651916.0
184190906.0,4770191747.0,6672487.0
181422747.0,4775258664.0,6563543.0
174228546.0,4754157298.0,6048837.0
184116393.0,4759905368.0,6586081.0
176581418.0,4762506669.0,6302026.0
187967254.0,4788774850.0,6956170.0
183466650.0,4778335531.0,6860517.0
186051824.0,4795474035.0,6728454.0
180652146.0,4766551122.0,6561233.0
187379887.0,4790775641.0,6784777.0
190578176.0,4804389329.0,6977545.0
179737267.0,4731963968.0,6311760.0
186641894.0,4755614029.0,6813111.0
182785716.0,4769622292.0,6706288.0
183068195.0,4809980683.0,6596110.0
184503642.0,4816347907.0,6667076.0
184633394.0,4817061872.0,6669331.0
183596023.0,4757553094.0,6474651.0
186033163.0,4780170110.0,6804844.0
179921226.0,4771531711.0,6403680.0
176080668.0,4731080787.0,6374200.0
184556721.0,4787193728.0,6704188.0
188802881.0,4790455638.0,6778397.0
186769168.0,4787620684.0,6775960.0
182532955.0,4778417451.0,6592065.0
182242997.0,4776872774.0,6525344.0
181226177.0,4763345523.0,6470342.0
181935884.0,4752106737.0,6214445.0
187929065.0,4806300244.0,6826423.0
